Title,Name,Product_Id,Variant_Id,Sku,Barcode,Variant_Title,Product_Type,Product_Category,Product_Type,Product_Sub_Type,Product_Campaign,Campaign_Year,is_print,Print_Solid_Name,Base_Fabric_Color,Made_In,Manufacturer
THE WIDE LEG JUMPSUIT IN BLUE CHARCOAL,THE WIDE LEG JUMPSUIT IN BLUE CHARCOAL - 10,,,FW21TWLJSbluech010,,10,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Blue Charcoal,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 2T,,,FW21TWLJSgpasture002,,2T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 3T,,,FW21TWLJSgpasture003,,3T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 4T,,,FW21TWLJSgpasture004,,4T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 5,,,FW21TWLJSgpasture005,,5,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 6,,,FW21TWLJSgpasture006,,6,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 7,,,FW21TWLJSgpasture007,,7,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 8,,,FW21TWLJSgpasture008,,8,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREENER PASTURE,THE WIDE LEG JUMPSUIT IN GREENER PASTURE - 10,,,FW21TWLJSgpasture010,,10,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,,Greener Pasture,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 2T,,,FW21TWLJSgreends002,,2T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 3T,,,FW21TWLJSgreends003,,3T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 4T,,,FW21TWLJSgreends004,,4T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 5,,,FW21TWLJSgreends005,,5,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 6,,,FW21TWLJSgreends006,,6,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 7,,,FW21TWLJSgreends007,,7,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 8,,,FW21TWLJSgreends008,,8,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE,THE WIDE LEG JUMPSUIT IN GREEN DENIM STRIPE - 10,,,FW21TWLJSgreends010,,10,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Green Denim Stripe,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 2T,6.95726E+12,4.07687E+13,FW21TWLJSretrorp002,23288263,2T,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 3T,6.95726E+12,4.07687E+13,FW21TWLJSretrorp003,23321031,3T,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 4T,6.95726E+12,4.07687E+13,FW21TWLJSretrorp004,23353799,4T,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 5,6.95726E+12,4.07687E+13,FW21TWLJSretrorp005,23386567,5,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 6,6.95726E+12,4.07687E+13,FW21TWLJSretrorp006,23419335,6,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 7,6.95726E+12,4.07687E+13,FW21TWLJSretrorp007,23452103,7,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 8,6.95726E+12,4.07687E+13,FW21TWLJSretrorp008,23484871,8,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN RETRO PLAID,THE WIDE LEG JUMPSUIT IN RETRO PLAID - 10,6.95726E+12,4.07687E+13,FW21TWLJSretrorp010,23517639,10,Separates,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,Fall,2021,TRUE,Retro Plaid,PFP White (digital print),USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 2T,,,FW21WLJSapples002,,2T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 3T,,,FW21WLJSapples003,,3T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES - LAST CHANCE FINAL SALE,THE WIDE LEG JUMPSUIT IN APPLES - LAST CHANCE FINAL SALE - 3T,,,FW21WLJSapples003,,3T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 4T,,,FW21WLJSapples004,,4T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES - LAST CHANCE FINAL SALE,THE WIDE LEG JUMPSUIT IN APPLES - LAST CHANCE FINAL SALE - 4T,,,FW21WLJSapples004,,4T,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 5,,,FW21WLJSapples005,,5,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 6,,,FW21WLJSapples006,,6,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 7,,,FW21WLJSapples007,,7,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 8,,,FW21WLJSapples008,,8,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE WIDE LEG JUMPSUIT IN APPLES,THE WIDE LEG JUMPSUIT IN APPLES - 10,,,FW21WLJSapples010,,10,,Girl's,Rompers and Sets,Long Sleeve Wide Leg Jumpsuit,,,TRUE,Apples,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 2T,7.33946E+12,4.21902E+13,LO22TPDdaisycheck002,14070471,2T,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 3T,7.33946E+12,4.21902E+13,LO22TPDdaisycheck003,14103239,3T,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 4T,7.33946E+12,4.21902E+13,LO22TPDdaisycheck004,14136007,4T,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 5,7.33946E+12,4.21902E+13,LO22TPDdaisycheck005,14168775,5,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 6,7.33946E+12,4.21902E+13,LO22TPDdaisycheck006,14201543,6,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 7,7.33946E+12,4.21902E+13,LO22TPDdaisycheck007,14234311,7,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 8,7.33946E+12,4.21902E+13,LO22TPDdaisycheck008,14267079,8,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY CHECK,THE PINAFORE DRESS IN DAISY CHECK - 10,7.33946E+12,4.21902E+13,LO22TPDdaisycheck010,14299847,10,Dresses,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Check,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 2T,,,SS20TPDDG002,,2T,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 3T,,,SS20TPDDG003,,3T,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 4T,,,SS20TPDDG004,,4T,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 5,,,SS20TPDDG005,,5,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 6,,,SS20TPDDG006,,6,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 7,,,SS20TPDDG007,,7,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 8,,,SS20TPDDG008,,8,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE PINAFORE DRESS IN DAISY GARDEN,THE PINAFORE DRESS IN DAISY GARDEN - 10,,,SS20TPDDG010,,10,,Girl's,Dresses,Pinafore Dress,,,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 2T,,,SS20TWDDG002,,2T,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 3T,,,SS20TWDDG003,,3T,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 4T,,,SS20TWDDG004,,4T,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 5,,,SS20TWDDG005,,5,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 6,,,SS20TWDDG006,,6,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 7,,,SS20TWDDG007,,7,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 8,,,SS20TWDDG008,,8,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE WRAP DRESS IN DAISY GARDEN,THE WRAP DRESS IN DAISY GARDEN - 10,,,SS20TWDDG010,,10,,Girl's,Dresses,Wrap Dress,Late Summer,2020,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 2T,,,SS21TSSBDdaisygarden002,,2T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 3T,,,SS21TSSBDdaisygarden003,,3T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 4T,,,SS21TSSBDdaisygarden004,,4T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 5,,,SS21TSSBDdaisygarden005,,5,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 6,,,SS21TSSBDdaisygarden006,,6,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 7,,,SS21TSSBDdaisygarden007,,7,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 8,,,SS21TSSBDdaisygarden008,,8,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 10,,,SS21TSSBDdaisygarden010,,10,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 10,,,,,10,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 8,,,,,8,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 4T,,,,,4T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 6,,,,,6,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 3T,,,,,3T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 2T,,,,,2T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 5,,,,,5,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN,THE SHORT SLEEVE BALLET DRESS IN DAISY GARDEN - 7,,,,,7,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2021,TRUE,Daisy Garden,0,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 2T,,1.23794E+13,OJddaisies002,,2T,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 3T,,1.23794E+13,OJddaisies003,,3T,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 4T,,1.23794E+13,OJddaisies004,,4T,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 5,,1.23794E+13,OJddaisies005,,5,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 6,,1.23794E+13,OJddaisies006,,6,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 7,,1.23794E+13,OJddaisies007,,7,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 8,,1.23794E+13,OJddaisies008,,8,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES,THE OH JOY! FOR ALICE + AMES BALLET TANK IN DANCING DAISIES - 10,,1.23794E+13,OJddaisies010,,10,,Girl's,Dresses,Tank Ballet Dress,Oh Joy! Collab,,TRUE,Dancing Daisies,Ivory White,USA,Left in Stitches
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 2T,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical002,54954183,2T,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 3T,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical003,54986951,3T,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 4T,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical004,55019719,4T,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 5,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical005,55052487,5,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 6,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical006,55085255,6,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 7,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical007,55118023,7,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 8,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical008,55150791,8,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE BALLET DRESS IN DARK BOTANICAL,THE BALLET DRESS IN DARK BOTANICAL - 10,7.4456E+12,4.25721E+13,FW22TBDdarkbotanical010,55183559,10,Dresses,Girl's,Dresses,Long Sleeve Ballet Dress,Fall,2022,TRUE,Dark Botanical,,,
THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL,THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - 2T,,,BTS21SSBDcharcoal002,,2T,,Girl's,Dresses,Summer Sleeve Ballet Dress,Back to School,2021,FALSE,Dark Charcoal,,USA,Left in Stitches
THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - LAST CHANCE FINAL SALE,THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - LAST CHANCE FINAL SALE - 2T,,,BTS21SSBDcharcoal002,,2T,,Girl's,Dresses,Summer Sleeve Ballet Dress,,,FALSE,Dark Charcoal,,USA,Left in Stitches
THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL,THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - 3T,,,BTS21SSBDcharcoal003,,3T,,Girl's,Dresses,Summer Sleeve Ballet Dress,Back to School,2021,FALSE,Dark Charcoal,,USA,Left in Stitches
THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - LAST CHANCE FINAL SALE,THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - LAST CHANCE FINAL SALE - 3T,,,BTS21SSBDcharcoal003,,3T,,Girl's,Dresses,Summer Sleeve Ballet Dress,,,FALSE,Dark Charcoal,,USA,Left in Stitches
THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL,THE SUMMER SLEEVE BALLET DRESS IN DARK CHARCOAL - 4T,,,BTS21SSBDcharcoal004,,4T,,Girl's,Dresses,Summer Sleeve Ballet Dress,Back to School,2021,FALSE,Dark Charcoal,,USA,Left in Stitches
